id,code,name,institution_id/id
edu_career_140332361_812015,812015,Cosmética Dermatológica,al_hr_pe.edu_inst_140332361
edu_career_140337915_331095,331095,Administración De Empresas,al_hr_pe.edu_inst_140337915
edu_career_140337915_337025,337025,Secretariado Ejecutivo,al_hr_pe.edu_inst_140337915
edu_career_140337915_342025,342025,Contabilidad,al_hr_pe.edu_inst_140337915
edu_career_140337915_441095,441095,Computación E Informática,al_hr_pe.edu_inst_140337915
edu_career_140337931_222095,222095,Diseño De Interiores,al_hr_pe.edu_inst_140337931
edu_career_140337931_222165,222165,Diseño Publicitario,al_hr_pe.edu_inst_140337931
edu_career_140337931_321025,321025,Comunicación Audiovisual,al_hr_pe.edu_inst_140337931
edu_career_140337931_528015,528015,Diseño De Modas,al_hr_pe.edu_inst_140337931
edu_career_140359729_342025,342025,Contabilidad,al_hr_pe.edu_inst_140359729
edu_career_140359729_422025,422025,Química Industrial,al_hr_pe.edu_inst_140359729
edu_career_140359729_441095,441095,Computación E Informática,al_hr_pe.edu_inst_140359729
edu_career_140359729_524035,524035,Electrotécnia Industrial,al_hr_pe.edu_inst_140359729
edu_career_140359729_525065,525065,Electrónica Industrial,al_hr_pe.edu_inst_140359729
edu_career_140359729_526165,526165,Mecánica Automotriz,al_hr_pe.edu_inst_140359729
edu_career_140359729_526185,526185,Mecánica De Producción,al_hr_pe.edu_inst_140359729
edu_career_140359729_527055,527055,Metalurgia,al_hr_pe.edu_inst_140359729
edu_career_140359729_527065,527065,Modelería Y Fundición,al_hr_pe.edu_inst_140359729
edu_career_140359729_714035,714035,Enfermería Técnica,al_hr_pe.edu_inst_140359729
edu_career_140450114_441095,441095,Computación E Informática,al_hr_pe.edu_inst_140450114
edu_career_140450114_524035,524035,Electrotécnia Industrial,al_hr_pe.edu_inst_140450114
edu_career_140450114_525065,525065,Electrónica Industrial,al_hr_pe.edu_inst_140450114
edu_career_140450114_526165,526165,Mecánica Automotriz,al_hr_pe.edu_inst_140450114
edu_career_140450114_526185,526185,Mecánica De Producción,al_hr_pe.edu_inst_140450114
edu_career_140450114_527055,527055,Metalurgia,al_hr_pe.edu_inst_140450114
edu_career_140450114_531025,531025,Construcción Civil,al_hr_pe.edu_inst_140450114
edu_career_140478412_222125,222125,Diseño Gráfico,al_hr_pe.edu_inst_140478412
edu_career_140478412_222165,222165,Diseño Publicitario,al_hr_pe.edu_inst_140478412
edu_career_140478412_331095,331095,Administración De Empresas,al_hr_pe.edu_inst_140478412
edu_career_140478412_337025,337025,Secretariado Ejecutivo,al_hr_pe.edu_inst_140478412
edu_career_140478412_342025,342025,Contabilidad,al_hr_pe.edu_inst_140478412
edu_career_140478412_441095,441095,Computación E Informática,al_hr_pe.edu_inst_140478412
edu_career_140478412_526165,526165,Mecánica Automotriz,al_hr_pe.edu_inst_140478412
edu_career_140478412_526185,526185,Mecánica De Producción,al_hr_pe.edu_inst_140478412
edu_career_140478412_531025,531025,Construcción Civil,al_hr_pe.edu_inst_140478412
edu_career_140479048_337025,337025,Secretariado Ejecutivo,al_hr_pe.edu_inst_140479048
edu_career_140479048_342025,342025,Contabilidad,al_hr_pe.edu_inst_140479048
edu_career_140479048_441095,441095,Computación E Informática,al_hr_pe.edu_inst_140479048
edu_career_140479048_522025,522025,Industrias Alimentarias,al_hr_pe.edu_inst_140479048
edu_career_140479048_526185,526185,Mecánica De Producción,al_hr_pe.edu_inst_140479048
edu_career_140479048_611115,611115,Producción Agropecuaria,al_hr_pe.edu_inst_140479048
edu_career_140479048_714035,714035,Enfermería Técnica,al_hr_pe.edu_inst_140479048
edu_career_140479048_716015,716015,Farmacia,al_hr_pe.edu_inst_140479048
edu_career_140481085_337025,337025,Secretariado Ejecutivo,al_hr_pe.edu_inst_140481085
edu_career_140481085_342025,342025,Contabilidad,al_hr_pe.edu_inst_140481085
edu_career_140481085_441095,441095,Computación E Informática,al_hr_pe.edu_inst_140481085
edu_career_140481085_524035,524035,Electrotécnia Industrial,al_hr_pe.edu_inst_140481085
edu_career_140481085_525065,525065,Electrónica Industrial,al_hr_pe.edu_inst_140481085
edu_career_140481085_526165,526165,Mecánica Automotriz,al_hr_pe.edu_inst_140481085
edu_career_140481085_526185,526185,Mecánica De Producción,al_hr_pe.edu_inst_140481085
edu_career_140481085_531025,531025,Construcción Civil,al_hr_pe.edu_inst_140481085
edu_career_140481085_611115,611115,Producción Agropecuaria,al_hr_pe.edu_inst_140481085
edu_career_140481093_337025,337025,Secretariado Ejecutivo,al_hr_pe.edu_inst_140481093
edu_career_140481093_342025,342025,Contabilidad,al_hr_pe.edu_inst_140481093
edu_career_140481093_441095,441095,Computación E Informática,al_hr_pe.edu_inst_140481093
edu_career_140481093_524035,524035,Electrotécnia Industrial,al_hr_pe.edu_inst_140481093
edu_career_140481093_526165,526165,Mecánica Automotriz,al_hr_pe.edu_inst_140481093
edu_career_140481093_526185,526185,Mecánica De Producción,al_hr_pe.edu_inst_140481093
edu_career_140481093_527055,527055,Metalurgia,al_hr_pe.edu_inst_140481093
edu_career_140481093_531025,531025,Construcción Civil,al_hr_pe.edu_inst_140481093
edu_career_140481093_611115,611115,Producción Agropecuaria,al_hr_pe.edu_inst_140481093
edu_career_140481093_714035,714035,Enfermería Técnica,al_hr_pe.edu_inst_140481093
edu_career_140481093_716015,716015,Farmacia,al_hr_pe.edu_inst_140481093
edu_career_140481093_811055,811055,Guía Oficial De Turismo,al_hr_pe.edu_inst_140481093
edu_career_140481127_332065,332065,Administración De Servicios De Hostelería,al_hr_pe.edu_inst_140481127
edu_career_140481127_342025,342025,Contabilidad,al_hr_pe.edu_inst_140481127
edu_career_140481127_441095,441095,Computación E Informática,al_hr_pe.edu_inst_140481127
edu_career_140481127_524035,524035,Electrotécnia Industrial,al_hr_pe.edu_inst_140481127
edu_career_140481127_525065,525065,Electrónica Industrial,al_hr_pe.edu_inst_140481127
edu_career_140481127_526165,526165,Mecánica Automotriz,al_hr_pe.edu_inst_140481127
edu_career_140481127_526185,526185,Mecánica De Producción,al_hr_pe.edu_inst_140481127
edu_career_140481127_714035,714035,Enfermería Técnica,al_hr_pe.edu_inst_140481127
edu_career_140481127_715025,715025,Laboratorio Clínico,al_hr_pe.edu_inst_140481127
edu_career_140481127_811055,811055,Guía Oficial De Turismo,al_hr_pe.edu_inst_140481127
edu_career_140481143_337025,337025,Secretariado Ejecutivo,al_hr_pe.edu_inst_140481143
edu_career_140481143_342025,342025,Contabilidad,al_hr_pe.edu_inst_140481143
edu_career_140481143_524035,524035,Electrotécnia Industrial,al_hr_pe.edu_inst_140481143
edu_career_140481143_526165,526165,Mecánica Automotriz,al_hr_pe.edu_inst_140481143
edu_career_140481143_526185,526185,Mecánica De Producción,al_hr_pe.edu_inst_140481143
edu_career_140481143_531025,531025,Construcción Civil,al_hr_pe.edu_inst_140481143
edu_career_140481143_611115,611115,Producción Agropecuaria,al_hr_pe.edu_inst_140481143
edu_career_140481218_332065,332065,Administración De Servicios De Hostelería,al_hr_pe.edu_inst_140481218
edu_career_140481218_342025,342025,Contabilidad,al_hr_pe.edu_inst_140481218
edu_career_140481218_441095,441095,Computación E Informática,al_hr_pe.edu_inst_140481218
edu_career_140481218_524035,524035,Electrotécnia Industrial,al_hr_pe.edu_inst_140481218
edu_career_140481218_525065,525065,Electrónica Industrial,al_hr_pe.edu_inst_140481218
edu_career_140481218_526165,526165,Mecánica Automotriz,al_hr_pe.edu_inst_140481218
edu_career_140481218_526185,526185,Mecánica De Producción,al_hr_pe.edu_inst_140481218
edu_career_140481218_531025,531025,Construcción Civil,al_hr_pe.edu_inst_140481218
edu_career_140481218_611115,611115,Producción Agropecuaria,al_hr_pe.edu_inst_140481218
edu_career_140481218_811055,811055,Guía Oficial De Turismo,al_hr_pe.edu_inst_140481218
edu_career_140481226_337025,337025,Secretariado Ejecutivo,al_hr_pe.edu_inst_140481226
edu_career_140481226_342025,342025,Contabilidad,al_hr_pe.edu_inst_140481226
edu_career_140481226_441095,441095,Computación E Informática,al_hr_pe.edu_inst_140481226
edu_career_140481226_526165,526165,Mecánica Automotriz,al_hr_pe.edu_inst_140481226
edu_career_140481226_526185,526185,Mecánica De Producción,al_hr_pe.edu_inst_140481226
edu_career_140481226_527025,527025,Explotación Minera,al_hr_pe.edu_inst_140481226
edu_career_140481226_713015,713015,Prótesis Dental,al_hr_pe.edu_inst_140481226
edu_career_140481226_714035,714035,Enfermería Técnica,al_hr_pe.edu_inst_140481226
edu_career_140481226_715025,715025,Laboratorio Clínico,al_hr_pe.edu_inst_140481226
edu_career_140508473_342025,342025,Contabilidad,al_hr_pe.edu_inst_140508473
edu_career_140508473_441095,441095,Computación E Informática,al_hr_pe.edu_inst_140508473
edu_career_140508473_526185,526185,Mecánica De Producción,al_hr_pe.edu_inst_140508473
edu_career_140508473_531025,531025,Construcción Civil,al_hr_pe.edu_inst_140508473
edu_career_140508473_611115,611115,Producción Agropecuaria,al_hr_pe.edu_inst_140508473
edu_career_140508473_714035,714035,Enfermería Técnica,al_hr_pe.edu_inst_140508473
edu_career_140508473_811055,811055,Guía Oficial De Turismo,al_hr_pe.edu_inst_140508473
edu_career_140510784_331095,331095,Administración De Empresas,al_hr_pe.edu_inst_140510784
edu_career_140510784_337025,337025,Secretariado Ejecutivo,al_hr_pe.edu_inst_140510784
edu_career_140510784_342025,342025,Contabilidad,al_hr_pe.edu_inst_140510784
edu_career_140510784_441095,441095,Computación E Informática,al_hr_pe.edu_inst_140510784
edu_career_140510784_525065,525065,Electrónica Industrial,al_hr_pe.edu_inst_140510784
edu_career_140510784_526165,526165,Mecánica Automotriz,al_hr_pe.edu_inst_140510784
edu_career_140510784_526185,526185,Mecánica De Producción,al_hr_pe.edu_inst_140510784
edu_career_140510784_531025,531025,Construcción Civil,al_hr_pe.edu_inst_140510784
edu_career_140510784_714035,714035,Enfermería Técnica,al_hr_pe.edu_inst_140510784
edu_career_140510784_715025,715025,Laboratorio Clínico,al_hr_pe.edu_inst_140510784
edu_career_140510784_716015,716015,Farmacia,al_hr_pe.edu_inst_140510784
edu_career_140510784_811055,811055,Guía Oficial De Turismo,al_hr_pe.edu_inst_140510784
edu_career_140517664_332125,332125,Gastronomía Y Arte Culinario,al_hr_pe.edu_inst_140517664
edu_career_140517664_342025,342025,Contabilidad,al_hr_pe.edu_inst_140517664
edu_career_140517664_441095,441095,Computación E Informática,al_hr_pe.edu_inst_140517664
edu_career_140517664_522025,522025,Industrias Alimentarias,al_hr_pe.edu_inst_140517664
edu_career_140517664_524035,524035,Electrotécnia Industrial,al_hr_pe.edu_inst_140517664
edu_career_140517664_525065,525065,Electrónica Industrial,al_hr_pe.edu_inst_140517664
edu_career_140517664_531025,531025,Construcción Civil,al_hr_pe.edu_inst_140517664
edu_career_140517664_611115,611115,Producción Agropecuaria,al_hr_pe.edu_inst_140517664
edu_career_140517664_714035,714035,Enfermería Técnica,al_hr_pe.edu_inst_140517664
edu_career_140520197_441095,441095,Computación E Informática,al_hr_pe.edu_inst_140520197
edu_career_140520197_611115,611115,Producción Agropecuaria,al_hr_pe.edu_inst_140520197
edu_career_140521682_342025,342025,Contabilidad,al_hr_pe.edu_inst_140521682
edu_career_140521682_441095,441095,Computación E Informática,al_hr_pe.edu_inst_140521682
edu_career_140521682_524035,524035,Electrotécnia Industrial,al_hr_pe.edu_inst_140521682
edu_career_140521682_525065,525065,Electrónica Industrial,al_hr_pe.edu_inst_140521682
edu_career_140521682_526155,526155,Mecánica Agrícola,al_hr_pe.edu_inst_140521682
edu_career_140521682_526165,526165,Mecánica Automotriz,al_hr_pe.edu_inst_140521682
edu_career_140521682_526185,526185,Mecánica De Producción,al_hr_pe.edu_inst_140521682
edu_career_140521682_531025,531025,Construcción Civil,al_hr_pe.edu_inst_140521682
edu_career_140521682_611115,611115,Producción Agropecuaria,al_hr_pe.edu_inst_140521682
edu_career_140521682_612015,612015,Administración De Recursos Forestales,al_hr_pe.edu_inst_140521682
edu_career_140532226_611115,611115,Producción Agropecuaria,al_hr_pe.edu_inst_140532226
edu_career_140532226_714035,714035,Enfermería Técnica,al_hr_pe.edu_inst_140532226
edu_career_140551317_337025,337025,Secretariado Ejecutivo,al_hr_pe.edu_inst_140551317
edu_career_140551317_342025,342025,Contabilidad,al_hr_pe.edu_inst_140551317
edu_career_140551317_441095,441095,Computación E Informática,al_hr_pe.edu_inst_140551317
edu_career_140551317_524035,524035,Electrotécnia Industrial,al_hr_pe.edu_inst_140551317
edu_career_140551317_525065,525065,Electrónica Industrial,al_hr_pe.edu_inst_140551317
edu_career_140551317_526165,526165,Mecánica Automotriz,al_hr_pe.edu_inst_140551317
edu_career_140551317_526185,526185,Mecánica De Producción,al_hr_pe.edu_inst_140551317
edu_career_140551317_531025,531025,Construcción Civil,al_hr_pe.edu_inst_140551317
edu_career_140551317_611115,611115,Producción Agropecuaria,al_hr_pe.edu_inst_140551317
edu_career_140560615_522025,522025,Industrias Alimentarias,al_hr_pe.edu_inst_140560615
edu_career_140560615_611115,611115,Producción Agropecuaria,al_hr_pe.edu_inst_140560615
edu_career_140560615_612015,612015,Administración De Recursos Forestales,al_hr_pe.edu_inst_140560615
edu_career_140560615_714035,714035,Enfermería Técnica,al_hr_pe.edu_inst_140560615
edu_career_140563460_332025,332025,Administración De Empresas Turísticas Y Hoteleras,al_hr_pe.edu_inst_140563460
edu_career_140563460_337025,337025,Secretariado Ejecutivo,al_hr_pe.edu_inst_140563460
edu_career_140563460_342025,342025,Contabilidad,al_hr_pe.edu_inst_140563460
edu_career_140563460_441095,441095,Computación E Informática,al_hr_pe.edu_inst_140563460
edu_career_140563460_611115,611115,Producción Agropecuaria,al_hr_pe.edu_inst_140563460
edu_career_140563460_714035,714035,Enfermería Técnica,al_hr_pe.edu_inst_140563460
edu_career_140563619_331095,331095,Administración De Empresas,al_hr_pe.edu_inst_140563619
edu_career_140563619_337025,337025,Secretariado Ejecutivo,al_hr_pe.edu_inst_140563619
edu_career_140563619_342025,342025,Contabilidad,al_hr_pe.edu_inst_140563619
edu_career_140563619_422035,422035,Tecnología De Análisis Químico,al_hr_pe.edu_inst_140563619
edu_career_140563619_522025,522025,Industrias Alimentarias,al_hr_pe.edu_inst_140563619
edu_career_140563619_524035,524035,Electrotécnia Industrial,al_hr_pe.edu_inst_140563619
edu_career_140563619_525065,525065,Electrónica Industrial,al_hr_pe.edu_inst_140563619
edu_career_140563619_525095,525095,Sistemas Automáticos Programables,al_hr_pe.edu_inst_140563619
edu_career_140563619_526165,526165,Mecánica Automotriz,al_hr_pe.edu_inst_140563619
edu_career_140563619_526185,526185,Mecánica De Producción,al_hr_pe.edu_inst_140563619
edu_career_140563619_611115,611115,Producción Agropecuaria,al_hr_pe.edu_inst_140563619
edu_career_140567313_342025,342025,Contabilidad,al_hr_pe.edu_inst_140567313
edu_career_140567313_441095,441095,Computación E Informática,al_hr_pe.edu_inst_140567313
edu_career_140567313_524035,524035,Electrotécnia Industrial,al_hr_pe.edu_inst_140567313
edu_career_140567313_525065,525065,Electrónica Industrial,al_hr_pe.edu_inst_140567313
edu_career_140567313_526165,526165,Mecánica Automotriz,al_hr_pe.edu_inst_140567313
edu_career_140567313_526185,526185,Mecánica De Producción,al_hr_pe.edu_inst_140567313
edu_career_140567313_531025,531025,Construcción Civil,al_hr_pe.edu_inst_140567313
edu_career_140568154_337025,337025,Secretariado Ejecutivo,al_hr_pe.edu_inst_140568154
edu_career_140568154_441095,441095,Computación E Informática,al_hr_pe.edu_inst_140568154
edu_career_140568154_525065,525065,Electrónica Industrial,al_hr_pe.edu_inst_140568154
edu_career_140568154_526165,526165,Mecánica Automotriz,al_hr_pe.edu_inst_140568154
edu_career_140568154_611115,611115,Producción Agropecuaria,al_hr_pe.edu_inst_140568154
edu_career_140568154_714035,714035,Enfermería Técnica,al_hr_pe.edu_inst_140568154
edu_career_140568154_715025,715025,Laboratorio Clínico,al_hr_pe.edu_inst_140568154
edu_career_140575746_337025,337025,Secretariado Ejecutivo,al_hr_pe.edu_inst_140575746
edu_career_140575746_441095,441095,Computación E Informática,al_hr_pe.edu_inst_140575746
edu_career_140575746_524035,524035,Electrotécnia Industrial,al_hr_pe.edu_inst_140575746
edu_career_140575746_525065,525065,Electrónica Industrial,al_hr_pe.edu_inst_140575746
edu_career_140575746_526165,526165,Mecánica Automotriz,al_hr_pe.edu_inst_140575746
edu_career_140575746_714035,714035,Enfermería Técnica,al_hr_pe.edu_inst_140575746
edu_career_140575746_716015,716015,Farmacia,al_hr_pe.edu_inst_140575746
edu_career_140575746_717015,717015,Obstetricia,al_hr_pe.edu_inst_140575746
edu_career_140575746_811055,811055,Guía Oficial De Turismo,al_hr_pe.edu_inst_140575746
edu_career_140584672_332065,332065,Administración De Servicios De Hostelería,al_hr_pe.edu_inst_140584672
edu_career_140584672_342025,342025,Contabilidad,al_hr_pe.edu_inst_140584672
edu_career_140584672_441095,441095,Computación E Informática,al_hr_pe.edu_inst_140584672
edu_career_140584672_524035,524035,Electrotécnia Industrial,al_hr_pe.edu_inst_140584672
edu_career_140584672_525065,525065,Electrónica Industrial,al_hr_pe.edu_inst_140584672
edu_career_140584672_526165,526165,Mecánica Automotriz,al_hr_pe.edu_inst_140584672
edu_career_140584672_611115,611115,Producción Agropecuaria,al_hr_pe.edu_inst_140584672
edu_career_140584672_714035,714035,Enfermería Técnica,al_hr_pe.edu_inst_140584672
edu_career_140584672_716015,716015,Farmacia,al_hr_pe.edu_inst_140584672
edu_career_140584672_811055,811055,Guía Oficial De Turismo,al_hr_pe.edu_inst_140584672
edu_career_140584722_331095,331095,Administración De Empresas,al_hr_pe.edu_inst_140584722
edu_career_140584722_337025,337025,Secretariado Ejecutivo,al_hr_pe.edu_inst_140584722
edu_career_140584722_342025,342025,Contabilidad,al_hr_pe.edu_inst_140584722
edu_career_140584722_441095,441095,Computación E Informática,al_hr_pe.edu_inst_140584722
edu_career_140584722_525065,525065,Electrónica Industrial,al_hr_pe.edu_inst_140584722
edu_career_140584722_526165,526165,Mecánica Automotriz,al_hr_pe.edu_inst_140584722
edu_career_140584722_531025,531025,Construcción Civil,al_hr_pe.edu_inst_140584722
edu_career_140584722_611115,611115,Producción Agropecuaria,al_hr_pe.edu_inst_140584722
edu_career_140584722_612015,612015,Administración De Recursos Forestales,al_hr_pe.edu_inst_140584722
edu_career_140584722_714035,714035,Enfermería Técnica,al_hr_pe.edu_inst_140584722
edu_career_140584722_811055,811055,Guía Oficial De Turismo,al_hr_pe.edu_inst_140584722
edu_career_140586628_342025,342025,Contabilidad,al_hr_pe.edu_inst_140586628
edu_career_140586628_522025,522025,Industrias Alimentarias,al_hr_pe.edu_inst_140586628
edu_career_140586628_524035,524035,Electrotécnia Industrial,al_hr_pe.edu_inst_140586628
edu_career_140586628_526185,526185,Mecánica De Producción,al_hr_pe.edu_inst_140586628
edu_career_140586628_531025,531025,Construcción Civil,al_hr_pe.edu_inst_140586628
edu_career_140586628_714035,714035,Enfermería Técnica,al_hr_pe.edu_inst_140586628
edu_career_140586628_715025,715025,Laboratorio Clínico,al_hr_pe.edu_inst_140586628
edu_career_140586628_811055,811055,Guía Oficial De Turismo,al_hr_pe.edu_inst_140586628
edu_career_140588012_311035,311035,Relaciones Públicas,al_hr_pe.edu_inst_140588012
edu_career_140588012_332065,332065,Administración De Servicios De Hostelería,al_hr_pe.edu_inst_140588012
edu_career_140588012_337025,337025,Secretariado Ejecutivo,al_hr_pe.edu_inst_140588012
edu_career_140588012_342025,342025,Contabilidad,al_hr_pe.edu_inst_140588012
edu_career_140588012_441095,441095,Computación E Informática,al_hr_pe.edu_inst_140588012
edu_career_140588012_611115,611115,Producción Agropecuaria,al_hr_pe.edu_inst_140588012
edu_career_140588012_714035,714035,Enfermería Técnica,al_hr_pe.edu_inst_140588012
edu_career_140588012_715025,715025,Laboratorio Clínico,al_hr_pe.edu_inst_140588012
edu_career_140588012_811055,811055,Guía Oficial De Turismo,al_hr_pe.edu_inst_140588012
edu_career_140591941_342025,342025,Contabilidad,al_hr_pe.edu_inst_140591941
edu_career_140591941_441095,441095,Computación E Informática,al_hr_pe.edu_inst_140591941
edu_career_140591941_522025,522025,Industrias Alimentarias,al_hr_pe.edu_inst_140591941
edu_career_140591941_526165,526165,Mecánica Automotriz,al_hr_pe.edu_inst_140591941
edu_career_140591941_531025,531025,Construcción Civil,al_hr_pe.edu_inst_140591941
edu_career_140591941_611115,611115,Producción Agropecuaria,al_hr_pe.edu_inst_140591941
edu_career_140591941_714035,714035,Enfermería Técnica,al_hr_pe.edu_inst_140591941
edu_career_140591941_715025,715025,Laboratorio Clínico,al_hr_pe.edu_inst_140591941
edu_career_140597237_331095,331095,Administración De Empresas,al_hr_pe.edu_inst_140597237
edu_career_140597237_342025,342025,Contabilidad,al_hr_pe.edu_inst_140597237
edu_career_140597237_422035,422035,Tecnología De Análisis Químico,al_hr_pe.edu_inst_140597237
edu_career_140597237_441095,441095,Computación E Informática,al_hr_pe.edu_inst_140597237
edu_career_140597237_524035,524035,Electrotécnia Industrial,al_hr_pe.edu_inst_140597237
edu_career_140597237_531025,531025,Construcción Civil,al_hr_pe.edu_inst_140597237
edu_career_140597237_714035,714035,Enfermería Técnica,al_hr_pe.edu_inst_140597237
edu_career_140605717_342025,342025,Contabilidad,al_hr_pe.edu_inst_140605717
edu_career_140605717_441095,441095,Computación E Informática,al_hr_pe.edu_inst_140605717
edu_career_140605717_525065,525065,Electrónica Industrial,al_hr_pe.edu_inst_140605717
edu_career_140605717_526165,526165,Mecánica Automotriz,al_hr_pe.edu_inst_140605717
edu_career_140606475_524035,524035,Electrotécnia Industrial,al_hr_pe.edu_inst_140606475
edu_career_140606475_526165,526165,Mecánica Automotriz,al_hr_pe.edu_inst_140606475
edu_career_140606475_526185,526185,Mecánica De Producción,al_hr_pe.edu_inst_140606475
edu_career_140606475_611105,611105,Producción Agrícola,al_hr_pe.edu_inst_140606475
edu_career_140606475_714035,714035,Enfermería Técnica,al_hr_pe.edu_inst_140606475
edu_career_140606541_522025,522025,Industrias Alimentarias,al_hr_pe.edu_inst_140606541
edu_career_140606541_526165,526165,Mecánica Automotriz,al_hr_pe.edu_inst_140606541
edu_career_140606541_611115,611115,Producción Agropecuaria,al_hr_pe.edu_inst_140606541
edu_career_140606541_612015,612015,Administración De Recursos Forestales,al_hr_pe.edu_inst_140606541
edu_career_140622365_342025,342025,Contabilidad,al_hr_pe.edu_inst_140622365
edu_career_140622365_422025,422025,Química Industrial,al_hr_pe.edu_inst_140622365
edu_career_140622365_441095,441095,Computación E Informática,al_hr_pe.edu_inst_140622365
edu_career_140622365_524035,524035,Electrotécnia Industrial,al_hr_pe.edu_inst_140622365
edu_career_140622365_525065,525065,Electrónica Industrial,al_hr_pe.edu_inst_140622365
edu_career_140622365_526165,526165,Mecánica Automotriz,al_hr_pe.edu_inst_140622365
edu_career_140622365_526185,526185,Mecánica De Producción,al_hr_pe.edu_inst_140622365
edu_career_140622365_531025,531025,Construcción Civil,al_hr_pe.edu_inst_140622365
edu_career_140622860_337025,337025,Secretariado Ejecutivo,al_hr_pe.edu_inst_140622860
edu_career_140622860_342025,342025,Contabilidad,al_hr_pe.edu_inst_140622860
edu_career_140622860_441095,441095,Computación E Informática,al_hr_pe.edu_inst_140622860
edu_career_140622860_522025,522025,Industrias Alimentarias,al_hr_pe.edu_inst_140622860
edu_career_140622860_524035,524035,Electrotécnia Industrial,al_hr_pe.edu_inst_140622860
edu_career_140622860_526165,526165,Mecánica Automotriz,al_hr_pe.edu_inst_140622860
edu_career_140622860_526185,526185,Mecánica De Producción,al_hr_pe.edu_inst_140622860
edu_career_140622860_531025,531025,Construcción Civil,al_hr_pe.edu_inst_140622860
edu_career_140622860_611115,611115,Producción Agropecuaria,al_hr_pe.edu_inst_140622860
edu_career_140622860_714035,714035,Enfermería Técnica,al_hr_pe.edu_inst_140622860
edu_career_140623082_331095,331095,Administración De Empresas,al_hr_pe.edu_inst_140623082
edu_career_140623082_337025,337025,Secretariado Ejecutivo,al_hr_pe.edu_inst_140623082
edu_career_140623082_342025,342025,Contabilidad,al_hr_pe.edu_inst_140623082
edu_career_140623082_441095,441095,Computación E Informática,al_hr_pe.edu_inst_140623082
edu_career_140623082_524035,524035,Electrotécnia Industrial,al_hr_pe.edu_inst_140623082
edu_career_140623082_526165,526165,Mecánica Automotriz,al_hr_pe.edu_inst_140623082
edu_career_140623082_526185,526185,Mecánica De Producción,al_hr_pe.edu_inst_140623082
edu_career_140626192_331095,331095,Administración De Empresas,al_hr_pe.edu_inst_140626192
edu_career_140626192_342025,342025,Contabilidad,al_hr_pe.edu_inst_140626192
edu_career_140626192_441095,441095,Computación E Informática,al_hr_pe.edu_inst_140626192
edu_career_140626192_524035,524035,Electrotécnia Industrial,al_hr_pe.edu_inst_140626192
edu_career_140626192_525065,525065,Electrónica Industrial,al_hr_pe.edu_inst_140626192
edu_career_140626192_526165,526165,Mecánica Automotriz,al_hr_pe.edu_inst_140626192
edu_career_140626192_526185,526185,Mecánica De Producción,al_hr_pe.edu_inst_140626192
edu_career_140626192_714035,714035,Enfermería Técnica,al_hr_pe.edu_inst_140626192
edu_career_140630467_331095,331095,Administración De Empresas,al_hr_pe.edu_inst_140630467
edu_career_140630467_441095,441095,Computación E Informática,al_hr_pe.edu_inst_140630467
edu_career_140630467_591035,591035,Tecnología Pesquera,al_hr_pe.edu_inst_140630467
edu_career_140630467_611115,611115,Producción Agropecuaria,al_hr_pe.edu_inst_140630467
edu_career_140630467_714035,714035,Enfermería Técnica,al_hr_pe.edu_inst_140630467
edu_career_140635995_337025,337025,Secretariado Ejecutivo,al_hr_pe.edu_inst_140635995
edu_career_140635995_342025,342025,Contabilidad,al_hr_pe.edu_inst_140635995
edu_career_140635995_422025,422025,Química Industrial,al_hr_pe.edu_inst_140635995
edu_career_140635995_441095,441095,Computación E Informática,al_hr_pe.edu_inst_140635995
edu_career_140635995_524035,524035,Electrotécnia Industrial,al_hr_pe.edu_inst_140635995
edu_career_140635995_525065,525065,Electrónica Industrial,al_hr_pe.edu_inst_140635995
edu_career_140635995_526165,526165,Mecánica Automotriz,al_hr_pe.edu_inst_140635995
edu_career_140635995_526185,526185,Mecánica De Producción,al_hr_pe.edu_inst_140635995
edu_career_140635995_714035,714035,Enfermería Técnica,al_hr_pe.edu_inst_140635995
edu_career_140636050_441095,441095,Computación E Informática,al_hr_pe.edu_inst_140636050
edu_career_140636050_714035,714035,Enfermería Técnica,al_hr_pe.edu_inst_140636050
edu_career_140636050_715015,715015,Fisioterapia Y Rehabilitación,al_hr_pe.edu_inst_140636050
edu_career_140644013_342025,342025,Contabilidad,al_hr_pe.edu_inst_140644013
edu_career_140644013_441095,441095,Computación E Informática,al_hr_pe.edu_inst_140644013
edu_career_140644013_611115,611115,Producción Agropecuaria,al_hr_pe.edu_inst_140644013
edu_career_140644013_714035,714035,Enfermería Técnica,al_hr_pe.edu_inst_140644013
edu_career_140653493_337025,337025,Secretariado Ejecutivo,al_hr_pe.edu_inst_140653493
edu_career_140653493_342025,342025,Contabilidad,al_hr_pe.edu_inst_140653493
edu_career_140653493_611115,611115,Producción Agropecuaria,al_hr_pe.edu_inst_140653493
edu_career_140659003_441095,441095,Computación E Informática,al_hr_pe.edu_inst_140659003
edu_career_140659003_531025,531025,Construcción Civil,al_hr_pe.edu_inst_140659003
edu_career_140659003_611115,611115,Producción Agropecuaria,al_hr_pe.edu_inst_140659003
edu_career_140659003_714035,714035,Enfermería Técnica,al_hr_pe.edu_inst_140659003
edu_career_140660936_342025,342025,Contabilidad,al_hr_pe.edu_inst_140660936
edu_career_140660936_441095,441095,Computación E Informática,al_hr_pe.edu_inst_140660936
edu_career_140660936_524035,524035,Electrotécnia Industrial,al_hr_pe.edu_inst_140660936
