id,code,name,for_executive,for_employee,for_worker
occupation_121001,121001,"Director De Empresas, De Agricultura, Caza, Silvicultura Y",True,True,False
occupation_121002,121002,"Director Ejecutivo, Empresa, Agricultura, Caza, Silvicultur",True,True,False
occupation_121003,121003,"Director General, Empresa/Agricultura",True,True,False
occupation_121004,121004,"Director General, Empresa/Caza",True,True,False
occupation_121005,121005,"Director General, Empresa/Explotacion: Agricola, Forestal Y",True,True,False
occupation_121006,121006,"Director General, Empresa/Pesca",True,True,False
occupation_121007,121007,"Director General, Empresa/Silvicultura",True,True,False
occupation_121008,121008,"Director General, Organizacion/ Caza",True,True,False
occupation_121009,121009,"Director General, Organizacion/Pesca",True,True,False
occupation_121010,121010,"Director General, Organizacion/Silvicultura",True,True,False
occupation_121011,121011,"Gerente General, Empresa/Agricultura",True,True,False
occupation_121012,121012,"Gerente General, Empresa/Caza",True,True,False
occupation_121013,121013,"Gerente General, Empresa/Pesca",True,True,False
occupation_121014,121014,"Gerente General, Empresa/Silvicultura",True,True,False
occupation_121015,121015,"Gerente General, Organizacion/Caza",True,True,False
occupation_121016,121016,"Gerente General, Organizacion/Pesca",True,True,False
occupation_121017,121017,"Gerente General, Organizacion/Silvicultura",True,True,False
occupation_121020,121020,"Presidente Del Directorio, Agricultura, Caza, Silvicultura",True,True,False
occupation_122001,122001,"Director De Empresas, De Industrias Manufactureras, Minas Y",True,True,False
occupation_122002,122002,"Director Ejecutivo, Empresa, Industria Manufacturera, Minas",True,True,False
occupation_122003,122003,"Director General, Empresa/Industria Manufacturera",True,True,False
occupation_122004,122004,"Director General, Empresa/Suministro De Electricidad, Gas Y",True,True,False
occupation_122005,122005,"Gerente General, Empresa/Industria Manufacturera",True,True,False
occupation_122006,122006,"Gerente General, Empresa/Suministro De Electricidad, Gas Y",True,True,False
occupation_122008,122008,"Presidente Del Directorio, Industrias Manufactureras, Minas",True,True,False
occupation_123001,123001,"Director De Empresas, De Construccion Y Obras Publicas",True,True,False
occupation_123002,123002,"Director Ejecutivo, Empresa, De Construccion Y Obras Public",True,True,False
occupation_123003,123003,"Director General, Empresa/Construccion Y Obras Publicas",True,True,False
occupation_123004,123004,"Gerente General, Empresa/Construccion Y Obras Publicas",True,True,False
occupation_123006,123006,"Presidente Del Directorio, Contruccion Y Obras Publicas",True,True,False
occupation_124001,124001,"Director De Empresas, De Comercio Mayorista Y Minorista, Re",True,True,False
occupation_124002,124002,"Director Ejecutivo, Empresa, De Comercio Mayorista Y Minori",True,True,False
occupation_124003,124003,"Director General, Empresa/Comercio Mayorista",True,True,False
occupation_124004,124004,"Director General, Empresa/Comercio Minorista",True,True,False
occupation_124005,124005,"Director General, Organizacion/Comercio Mayorista",True,True,False
occupation_124006,124006,"Director General, Organizacion/Comercio Minorista",True,True,False
occupation_124007,124007,"Director General, Reparacion/Vehiculos, Automotores, Etc.",True,True,False
occupation_124008,124008,"Gerente General, Empresa/Comercio Mayorista",True,True,False
occupation_124009,124009,"Gerente General, Empresa/Comercio Minorista",True,True,False
occupation_124010,124010,"Gerente Organizacion, Empresa/Comercio Mayorista",True,True,False
occupation_124011,124011,"Gerente Organizacion, Empresa/Comercio Minorista",True,True,False
occupation_124013,124013,"Presidente Del Directorio, Comercio Mayorista Y Minorista,",True,True,False
occupation_125001,125001,"Director De Empresas, De Restaurantes Y Hoteleria",True,True,False
occupation_125002,125002,"Director Ejecutivo, Empresa, De Restaurantes Y Hoteleria",True,True,False
occupation_125003,125003,"Director General, Empresa/Hoteleria",True,True,False
occupation_125004,125004,"Director General, Empresa/Restaurante",True,True,False
occupation_125005,125005,"Director General, Organizacion/Hoteleria",True,True,False
occupation_125006,125006,"Director General, Organizacion/Restaurante",True,True,False
occupation_125007,125007,"Gerente General, Empresa/Hoteleria",True,True,False
occupation_125008,125008,"Gerente General, Empresa/Restaurante",True,True,False
occupation_125009,125009,"Gerente General, Organizacion/Hoteleria",True,True,False
occupation_125010,125010,"Gerente General, Organizacion/Restaurantes",True,True,False
occupation_125012,125012,"Presidente Del Directorio, Restaurantes Y Hoteleria",True,True,False
occupation_126001,126001,"Director De Empresas, De Transporte, Almacenamiento Y Comun",True,True,False
occupation_126002,126002,"Director Ejecutivo, Empresa, De Transporte, Almacenamiento",True,True,False
occupation_126003,126003,"Director General, Empresa/Almacenamiento",True,True,False
occupation_126004,126004,"Director General, Empresa/Comunicaciones",True,True,False
occupation_126005,126005,"Director General, Empresa/Transporte",True,True,False
occupation_126006,126006,"Director General, Organizacion/Transporte",True,True,False
occupation_126007,126007,"Gerente General, Empresa/Almacenamiento",True,True,False
occupation_126008,126008,"Gerente General, Empresa/Comunicaciones",True,True,False
occupation_126009,126009,"Gerente General, Empresa/Transporte",True,True,False
occupation_126010,126010,"Gerente General, Organizacion/Transporte",True,True,False
occupation_126012,126012,"Presidente Del Directorio, Transporte, Almacenamiento Y Com",True,True,False
occupation_127001,127001,"Director De Empresas, De Servicios Publicos Y Financieros",True,True,False
occupation_127002,127002,"Director Ejecutivo, Empresa, De Servicios Publicos Y Financ",True,True,False
occupation_127003,127003,"Director General, Empresa/Actividades Culturales",True,True,False
occupation_127004,127004,"Director General, Empresa/Actividades Deportivas",True,True,False
occupation_127005,127005,"Director General, Empresa/Actividades Recreativas",True,True,False
occupation_127006,127006,"Director General, Empresa/Agencia De Viajes",True,True,False
occupation_127007,127007,"Director General, Empresa/Intermediacion Financiera",True,True,False
occupation_127008,127008,"Director General, Empresa/Limpieza",True,True,False
occupation_127009,127009,"Director General, Empresa/Servicio De Empresa",True,True,False
occupation_127010,127010,"Director General, Empresa/Servicio De Sanidad",True,True,False
occupation_127011,127011,"Director General, Empresa/Trabajo Social",True,True,False
occupation_127012,127012,"Director General, Organizacion/Actividades Culturales",True,True,False
occupation_127013,127013,"Director General, Organizacion/Actividades Deportivas",True,True,False
occupation_127014,127014,"Director General, Organizacion/Actividades Recreativas",True,True,False
occupation_127015,127015,"Director General, Organizacion/Agencia De Viajes",True,True,False
occupation_127016,127016,"Director General, Organizacion/Intermediacion Financiera",True,True,False
occupation_127017,127017,"Director General, Organizacion/Limpieza",True,True,False
occupation_127018,127018,"Director General, Organizacion/Servicio De Empresa",True,True,False
occupation_127019,127019,"Director General, Organizacion/Servicio De Sanidad",True,True,False
occupation_127020,127020,"Director General, Organizacion/Trabajo Social",True,True,False
occupation_127021,127021,"Gerente General, Empresa/Actividades Culturales",True,True,False
occupation_127022,127022,"Gerente General, Empresa/Actividades Deportivas",True,True,False
occupation_127023,127023,"Gerente General, Empresa/Actividades Recreativas",True,True,False
occupation_127024,127024,"Gerente General, Empresa/Agencia De Viajes",True,True,False
occupation_127025,127025,"Gerente General, Empresa/Intermediacion Financiera",True,True,False
occupation_127026,127026,"Gerente General, Empresa/Limpieza",True,True,False
occupation_127027,127027,"Gerente General, Empresa/Servicio De Empresa",True,True,False
occupation_127028,127028,"Gerente General, Empresa/Servicio De Sanidad",True,True,False
occupation_127029,127029,"Gerente General, Empresa/Trabajo Social",True,True,False
occupation_127030,127030,"Gerente General, Organizacion/Actividades Culturales",True,True,False
occupation_127031,127031,"Gerente General, Organizacion/Actividades Deportivas",True,True,False
occupation_127032,127032,"Gerente General, Organizacion/Actividades Recreativas",True,True,False
occupation_127033,127033,"Gerente General, Organizacion/Agencia De Viajes",True,True,False
occupation_127034,127034,"Gerente General, Organizacion/Intermediacion Financiera",True,True,False
occupation_127035,127035,"Gerente General, Organizacion/Limpieza",True,True,False
occupation_127036,127036,"Gerente General, Organizacion/Servicio De Empresa",True,True,False
occupation_127037,127037,"Gerente General, Organizacion/Servicio De Sanidad",True,True,False
occupation_127038,127038,"Gerente General, Organizacion/Trabajo Social",True,True,False
occupation_127040,127040,"Presidente Del Directorio, Servicios Publicos Y Financieros",True,True,False
occupation_129004,129004,Gerente De Planta,True,True,False
occupation_129005,129005,Gerente De Produccion,True,True,False
occupation_129006,129006,Gerente Industrial,True,True,False
occupation_136001,136001,Decano,True,True,False
occupation_136002,136002,Decano De Facultad,True,True,False
occupation_136003,136003,Director De Centro Educativo,True,True,False
occupation_136004,136004,Director De Escuela Profesional,True,True,False
occupation_136005,136005,"Director De Esep/Senati, Etc.",True,True,False
occupation_136007,136007,Director De Instituto Academico,True,True,False
occupation_136008,136008,Director De Nucleos Educativos Comunales,True,True,False
occupation_136010,136010,Director Departamental De Educacion,True,True,False
occupation_136012,136012,Rector,True,True,False
occupation_136013,136013,Vice-Rector,True,True,False
occupation_137005,137005,Gerente De Administracion,True,True,False
occupation_137006,137006,Gerente De Creditos,True,True,False
occupation_139010,139010,Gerente De Comercializacion,True,True,False
occupation_139011,139011,Gerente De Ventas,True,True,False
occupation_141001,141001,"Gerente, Agricultura",True,True,False
occupation_141002,141002,"Gerente, Caza",True,True,False
occupation_141003,141003,"Gerente, Explotacion: Agricola, Forestal Y Pecuaria",True,True,False
occupation_141004,141004,"Gerente, Pesca",True,True,False
occupation_141005,141005,"Gerente, Silvicultura",True,True,False
occupation_142001,142001,"Gerente, Explotacion De Minas Y Canteras",True,True,False
occupation_142002,142002,"Gerente, Industria Manufacturera",True,True,False
occupation_142003,142003,"Gerente, Suministro De Electricidad, Gas Y Agua",True,True,False
occupation_143001,143001,"Gerente, Construccion",True,True,False
occupation_144003,144003,"Gerente, Comercio Mayorista",True,True,False
occupation_144004,144004,"Gerente, Comercio Mayorista/ Exportacion",True,True,False
occupation_144005,144005,"Gerente, Comercio Mayorista/ Importacion",True,True,False
occupation_144006,144006,"Gerente, Comercio Minorista",True,True,False
occupation_144007,144007,"Gerente, Comercio Minorista/ Cadena De Almacenes",True,True,False
occupation_144008,144008,"Gerente, Comercio Minorista/ Tiendas",True,True,False
occupation_144009,144009,"Gerente, Comercio Minorista/ Tiendas (Autoservicio)",True,True,False
occupation_144010,144010,"Gerente, Comercio Minorista/ Tiendas (Ventas Con Descuentos",True,True,False
occupation_144011,144011,"Gerente, Comercio Minorista/ Tiendas (Ventas Por Correo)",True,True,False
occupation_144012,144012,"Gerente Reparacion De Vehiculos, Auto Motores, Motocicletas",True,True,False
occupation_144013,144013,"Gerente, Tienda",True,True,False
occupation_145005,145005,"Gerente, Comercio Nep",True,True,False
occupation_146001,146001,"Gerente, Albergue/ Jovenes",True,True,False
occupation_146002,146002,"Gerente, Bar/Discoteca Y Snack Bar",True,True,False
occupation_146003,146003,"Gerente, Cafe-Teatro",True,True,False
occupation_146004,146004,"Gerente, Cafeteria",True,True,False
occupation_146005,146005,"Gerente, Campamento/ Vacaciones",True,True,False
occupation_146006,146006,"Gerente, Cantina/ Empresa",True,True,False
occupation_146007,146007,"Gerente, Casa De Huespedes",True,True,False
occupation_146008,146008,"Gerente, Fonda",True,True,False
occupation_146009,146009,"Gerente, Hosteleria",True,True,False
occupation_146010,146010,"Gerente, Hotel",True,True,False
occupation_146011,146011,"Gerente, Motel",True,True,False
occupation_146012,146012,"Gerente, Parque De Caravanas",True,True,False
occupation_146013,146013,"Gerente, Pension",True,True,False
occupation_146014,146014,"Gerente, Peña",True,True,False
occupation_146015,146015,"Gerente, Restaurante",True,True,False
occupation_146016,146016,"Gerente, Restaurante-Bar",True,True,False
occupation_146017,146017,"Gerente, Restaurante/ Autoservicio",True,True,False
occupation_146018,146018,"Gerente, Snack-Bar",True,True,False
occupation_146019,146019,"Gerente, Taberna",True,True,False
occupation_147001,147001,"Gerente, Almacenamiento",True,True,False
occupation_147002,147002,"Gerente, Comunicaciones",True,True,False
occupation_147003,147003,"Gerente, Transporte",True,True,False
occupation_145003,145003,"Concesionario-Adm., Rest. Y Cafeteria (Fab. Y Ofic.)",True,True,False
occupation_145004,145004,"Concesionario-Adm., Rest. Y Bar/Cafeteria (Tren, Barco, Avi",True,True,False
occupation_211001,211001,Astrofisico,True,True,False
occupation_211002,211002,Astronomo,True,True,False
occupation_211003,211003,Fisico,True,True,False
occupation_211004,211004,"Fisico, Acustica",True,True,False
occupation_211005,211005,"Fisico, Electricidad Y Magnetismo",True,True,False
occupation_211006,211006,"Fisico, Electronica",True,True,False
occupation_211007,211007,"Fisico, Estatica",True,True,False
occupation_211008,211008,"Fisico, Energia Solar (No Convencional)",True,True,False
occupation_211009,211009,"Fisico, Energia Nuclear",True,True,False
occupation_211010,211010,"Fisico, Fisica Nuclear",True,True,False
occupation_211011,211011,"Fisico, Fisica Teorica",True,True,False
occupation_211012,211012,"Fisico, Matematico",True,True,False
occupation_211013,211013,"Fisico, Mecanica",True,True,False
occupation_211014,211014,"Fisico, Optica",True,True,False
occupation_211015,211015,"Fisico, Sonido",True,True,False
occupation_211016,211016,"Fisico, Termodinamica",True,True,False
occupation_211017,211017,"Fisico, Otro",True,True,False
occupation_212001,212001,Cosmografo,True,True,False
occupation_212002,212002,Cosmologo,True,True,False
occupation_212003,212003,Climatologo,True,True,False
occupation_212004,212004,Meteorologo,True,True,False
occupation_212005,212005,"Meteorologo, Climatologia",True,True,False
occupation_212006,212006,"Meteorologo, Prevision Del Tiempo",True,True,False
occupation_213001,213001,Quimico,True,True,False
occupation_213002,213002,Quimico Analista,True,True,False
occupation_213003,213003,"Quimico, Colorantes",True,True,False
occupation_213004,213004,"Quimico, Control De Calidad",True,True,False
occupation_213005,213005,"Quimico, Corrosion",True,True,False
occupation_213006,213006,"Quimico, Cueros Y Pieles",True,True,False
occupation_213007,213007,"Quimico, Detergentes",True,True,False
occupation_213008,213008,"Quimico, Electroquimica",True,True,False
occupation_213009,213009,"Quimico, Farmacia",True,True,False
occupation_213010,213010,"Quimico, Farmacia/ Industria",True,True,False
occupation_213011,213011,"Quimico, Fisica/Otros",True,True,False
occupation_213012,213012,"Quimico, Industria Del Vidrio",True,True,False
occupation_213013,213013,"Quimico, Industria Metalurgica",True,True,False
occupation_213014,213014,"Quimico, Quimica Analitica",True,True,False
occupation_213015,213015,"Quimico, Quimica Inorganica",True,True,False
occupation_213016,213016,"Quimico, Quimica Mineral",True,True,False
occupation_213017,213017,"Quimico, Quimica Organica",True,True,False
occupation_213018,213018,"Quimico, Textiles",True,True,False
occupation_213019,213019,"Quimico, Tinturas",True,True,False
occupation_213020,213020,"Quimico, Otros (No Incluye Ing. Quimico)",True,True,False
occupation_214001,214001,Estratigrafista,True,True,False
occupation_214002,214002,Geodesia,True,True,False
occupation_214003,214003,Geofisico (Incluye Ingenieros),True,True,False
occupation_214004,214004,"Geofisico, Geomorfologia",True,True,False
occupation_214005,214005,"Geofisico, Hidrologia",True,True,False
occupation_214006,214006,"Geofisico, Oceanografia",True,True,False
occupation_214007,214007,"Geofisico, Sismologia",True,True,False
occupation_214008,214008,"Geofisico, Vulcanologia",True,True,False
occupation_214009,214009,Geologo (Incluye Ingenieros),True,True,False
occupation_214010,214010,"Geologo, Estratigrafia",True,True,False
occupation_214011,214011,"Geologo, Minas",True,True,False
occupation_214012,214012,"Geologo, Oceanografia",True,True,False
occupation_214013,214013,"Geologo, Paleontologia",True,True,False
occupation_214014,214014,"Geologo, Petroleo",True,True,False
occupation_214015,214015,Geomorfologo,True,True,False
occupation_214016,214016,Hidrologo,True,True,False
occupation_214017,214017,Micropaleontologo,True,True,False
occupation_214018,214018,Mineralogista,True,True,False
occupation_214019,214019,"Oceanografo, Geofisica",True,True,False
occupation_214020,214020,"Oceanografo, Geologia",True,True,False
occupation_214021,214021,Paleontologo,True,True,False
occupation_214022,214022,Petrologo,True,True,False
occupation_214023,214023,Sismologo,True,True,False
occupation_214024,214024,Vulcanologo,True,True,False
occupation_215001,215001,Actuario,True,True,False
occupation_215002,215002,"Matematico, Analisis Actuarial",True,True,False
occupation_215003,215003,"Matematico, Matematica Aplicada",True,True,False
occupation_215004,215004,"Matematico, Matematica Pura",True,True,False
occupation_215005,215005,"Matematico-Analista, Investigacion Operativa",True,True,False
occupation_216001,216001,Bioestadistico,True,True,False
occupation_216002,216002,Biometrista,True,True,False
occupation_216003,216003,Demografo,True,True,False
occupation_216004,216004,Estadistico,True,True,False
occupation_216005,216005,"Estadistico, Agricultura",True,True,False
occupation_216006,216006,"Estadistico, Bioestadistica",True,True,False
occupation_216007,216007,"Estadistico, Biometria",True,True,False
occupation_216008,216008,"Estadistico, Economia",True,True,False
occupation_216009,216009,"Estadistico, Encuestas",True,True,False
occupation_216010,216010,"Estadistico, Encuestas Por Sondeo",True,True,False
occupation_216011,216011,"Estadistico, Estadistica Aplicada",True,True,False
occupation_216012,216012,"Estadistico, Finanzas",True,True,False
occupation_216013,216013,"Estadistico, Investigacion",True,True,False
occupation_216014,216014,"Estadistico, Matematico",True,True,False
occupation_216015,216015,"Estadistico, Muestrista",True,True,False
occupation_216016,216016,"Ingeniero, Estadistico",True,True,False
occupation_217001,217001,"Administrador, Banco De Datos",True,True,False
occupation_217002,217002,"Analista, Sistemas Informaticos",True,True,False
occupation_217003,217003,"Analista, Sistemas Informaticos/Banco De Datos",True,True,False
occupation_217004,217004,"Analista, Sistemas Informaticos/Computadoras",True,True,False
occupation_217005,217005,"Analista, Sistemas Informaticos/Telecomunicaciones",True,True,False
occupation_217006,217006,"Analistas, Transmisiones/Sistemas Informaticos",True,True,False
occupation_217007,217007,"Ingeniero, Sistemas Informaticos",True,True,False
occupation_217008,217008,"Ingeniero, Aplicaciones De La Informatica",True,True,False
occupation_218001,218001,"Arquitecto, Edificios",True,True,False
occupation_218002,218002,"Arquitecto, Interiores De Edificios",True,True,False
occupation_218003,218003,"Ingeniero, De Transporte",True,True,False
occupation_218004,218004,"Planificador, Transito",True,True,False
occupation_218005,218005,Urbanista,True,True,False
occupation_219001,219001,Ingeniero Civil,True,True,False
occupation_219002,219002,"Ingeniero Civil, Construccion",True,True,False
occupation_219003,219003,"Ingeniero Civil, Construccion Y Obras Publicas",True,True,False
occupation_219004,219004,"Ingeniero Civil, Construccion/Aerodromos",True,True,False
occupation_219005,219005,"Ingeniero Civil, Construccion/Aeropuertos",True,True,False
occupation_219006,219006,"Ingeniero Civil, Construccion/Calles",True,True,False
occupation_219007,219007,"Ingeniero Civil, Construccion/Carreteras Y Autopistas",True,True,False
occupation_219008,219008,"Ingeniero Civil, Construccion/Chimeneas De Fabricas",True,True,False
occupation_219009,219009,"Ingeniero Civil, Construccion/Edificios Y/O Viviendas",True,True,False
occupation_219010,219010,"Ingeniero Civil, Construccion/Estructuras De Edificios",True,True,False
occupation_219011,219011,"Ingeniero Civil, Construccion/Estructuras Metalicas",True,True,False
occupation_219012,219012,"Ingeniero Civil, Construccion/Vias Ferreas",True,True,False
occupation_219013,219013,"Ingeniero Civil, Construccion/Instalaciones Portuarias",True,True,False
occupation_219014,219014,"Ingeniero Civil, Construccion/Muelles Y Puertos",True,True,False
occupation_219015,219015,"Ingeniero Civil, Construccion/Puentes",True,True,False
occupation_219016,219016,"Ingeniero Civil, Construccion/Torres",True,True,False
occupation_219017,219017,"Ingeniero Civil, Construccion/Tuneles",True,True,False
occupation_219018,219018,"Ingeniero Civil, Contratistas De Obras",True,True,False
occupation_219019,219019,"Ingeniero Civil, Inspector De Obras",True,True,False
occupation_219020,219020,"Ingeniero Civil, Irrigacion",True,True,False
occupation_219021,219021,"Ingeniero Civil, Mecanica/Suelos",True,True,False
occupation_219022,219022,"Ingeniero Civil, Trabajos Maritimos",True,True,False
occupation_219023,219023,"Ingeniero, Canales Y Puertos",True,True,False
occupation_219024,219024,"Ingeniero, Hidraulico",True,True,False
occupation_219025,219025,"Ingeniero, Hidrologia",True,True,False
occupation_219026,219026,"Ingeniero, Irrigacion",True,True,False
occupation_219027,219027,"Ingeniero, Sanitario",True,True,False
occupation_221001,221001,Electrotecnico Superior,True,True,False
occupation_221002,221002,Ingeniero Electricista,True,True,False
occupation_221003,221003,"Ingeniero Electricista, Alto Voltaje",True,True,False
occupation_221004,221004,"Ingeniero Electricista, Equipo Electromecanico",True,True,False
occupation_221005,221005,"Ingeniero Electricista, Equipo Electromecanico De Baja Pote",True,True,False
occupation_221006,221006,"Ingeniero Electricista, Iluminacion",True,True,False
occupation_221007,221007,"Ingeniero Electricista, Lineas Electricas",True,True,False
occupation_221008,221008,"Ingeniero Electricista, Produccion De Energia",True,True,False
occupation_221009,221009,"Ingeniero Electricista, Produccion De Energia Electrica",True,True,False
occupation_221010,221010,"Ingeniero Electricista, Traccion Electrica",True,True,False
occupation_221011,221011,"Ingeniero Electricista, Transporte De Corriente Electrica",True,True,False
occupation_221012,221012,"Ingeniero Electricista, Transporte Y Distribucion Energia",True,True,False
occupation_221013,221013,Tecnologo Electricidad,True,True,False
occupation_221014,221014,"Ingeniero Electronico, Construccion De Computadoras",True,True,False
occupation_221015,221015,Ingeniero De Ordenadores Electronicos,True,True,False
occupation_221016,221016,Ingeniero De Controles Industriales Y Electronica,True,True,False
occupation_221017,221017,"Ingeniero Electronico, Semiconductores",True,True,False
occupation_221018,221018,Ingeniero De Calculadoras Electronicas,True,True,False
occupation_221019,221019,Ingeniero Electronico,True,True,False
occupation_221020,221020,Ingeniero Telecomunicaciones,True,True,False
occupation_221021,221021,Ingeniero Telecomunicaciones/Radar,True,True,False
occupation_221022,221022,Ingeniero Telecomunicaciones/Radio,True,True,False
occupation_221023,221023,Ingeniero Telecomunicaciones/Sistemas De Seðales,True,True,False
occupation_221024,221024,Ingeniero Telecomunicaciones/Telefonos,True,True,False
occupation_221025,221025,Ingeniero Telecomunicaciones/Telegrafos,True,True,False
occupation_221026,221026,Ingeniero Telecomunicaciones/Television,True,True,False
occupation_222001,222001,Ingeniero Mecanico,True,True,False
occupation_222002,222002,"Ingeniero Mecanico, Aeronautica",True,True,False
occupation_222003,222003,"Ingeniero Mecanico, Agricultura (Ing. Agricola)",True,True,False
occupation_222004,222004,"Ingeniero Mecanico, Automotores",True,True,False
occupation_222005,222005,"Ingeniero Mecanico, Automoviles",True,True,False
occupation_222006,222006,"Ingeniero Mecanico, Calefaccion, Ventilacion Y Refrigeracio",True,True,False
occupation_222007,222007,"Ingeniero Mecanico, Climatizacion",True,True,False
occupation_222008,222008,"Ingeniero Mecanico, Construccion Naval",True,True,False
occupation_222009,222009,"Ingeniero Mecanico, Energia Nuclear",True,True,False
occupation_222010,222010,Ingeniero Mecanico Y Electricista,True,True,False
occupation_222011,222011,"Ingeniero Mecanico, Maquinaria Y Herramientas Industriales",True,True,False
occupation_222012,222012,"Ingeniero Mecanico, Motores A Reaccion",True,True,False
occupation_222013,222013,"Ingeniero Mecanico, Motores Diesel Y/O Propulsion A Chorro",True,True,False
occupation_222014,222014,"Ingeniero Mecanico, Motores De Combustion Interna",True,True,False
occupation_222015,222015,"Ingeniero Mecanico, Motores Marinos",True,True,False
occupation_222016,222016,"Ingeniero Mecanico, Motores/Equipo Para Barcos",True,True,False
occupation_222017,222017,"Ingeniero Mecanico, Motores/Excepto Los Marinos",True,True,False
occupation_222018,222018,"Ingeniero Mecanico, Motores/Locomotoras A Vapor",True,True,False
occupation_222019,222019,"Ingeniero Mecanico, De Fluidos",True,True,False
occupation_222020,222020,"Ingeniero Mecanico, Turbinas De Gas",True,True,False
occupation_222021,222021,"Ingeniero, Calefaccion, Ventilacion Y Refrigeracion",True,True,False
occupation_222022,222022,"Ingeniero, Climatizacion",True,True,False
occupation_222023,222023,"Ingeniero, Construccion Aeronautica",True,True,False
occupation_222024,222024,"Ingeniero, Construccion De Automoviles",True,True,False
occupation_222025,222025,"Ingeniero, Construccion Naval",True,True,False
occupation_222026,222026,"Ingeniero, Frio Industrial",True,True,False
occupation_222027,222027,"Ingeniero, Maquinaria Y Herramientas Industriales",True,True,False
occupation_223001,223001,Ingeniero Bioquimico Industrial,True,True,False
occupation_223002,223002,Ingeniero Quimico En Industria Quimica,True,True,False
occupation_223003,223003,"Ingeniero Quimico, Alimentos Y Bebidas",True,True,False
occupation_223004,223004,"Ingeniero Quimico, Antibioticos",True,True,False
occupation_223005,223005,"Ingeniero Quimico, Explosivos",True,True,False
occupation_223006,223006,"Ingeniero Quimico, Carburantes/Refineria De Petroleo",True,True,False
occupation_223007,223007,"Ingeniero Quimico, Caucho",True,True,False
occupation_223008,223008,"Ingeniero Quimico, Colores Y Pinturas",True,True,False
occupation_223009,223009,"Ingeniero Quimico, Fabricacion",True,True,False
occupation_223010,223010,"Ingeniero Quimico, Fibras Textiles (Ing. Textil)",True,True,False
occupation_223011,223011,"Ingeniero Quimico, Gas/Produccion Y Distribucion",True,True,False
occupation_223012,223012,"Ingeniero Quimico, Material Plastico",True,True,False
occupation_223013,223013,"Ingeniero Quimico, Papel",True,True,False
occupation_223014,223014,"Ingeniero Quimico, Perfumista",True,True,False
occupation_223015,223015,"Ingeniero Quimico, Petroleo Y Gas Natural",True,True,False
occupation_223016,223016,"Ingeniero Quimico, Tecnologia De Los Combustibles",True,True,False
occupation_223017,223017,"Ingeniero Quimico, Otros",True,True,False
occupation_223018,223018,"Ingeniero, Petroquimico",True,True,False
occupation_224001,224001,Ingeniero Metalurgico,True,True,False
occupation_224002,224002,"Ingeniero Metalurgico, Minerales Radiactivos Y Fundicion",True,True,False
occupation_224003,224003,"Ingeniero Metalurgico, Produccion Y Afino/Metales",True,True,False
occupation_224004,224004,"Ingeniero Metalurgico, Tratamiento De Los Metales",True,True,False
occupation_224005,224005,"Ingeniero, Metalurgico/Otros",True,True,False
occupation_225001,225001,"Ingeniero, Minas",True,True,False
occupation_225002,225002,"Ingeniero, Minas/Carbon",True,True,False
occupation_225003,225003,"Ingeniero, Minas/Minerales Metalicos",True,True,False
occupation_225004,225004,"Ingeniero, Minas/Minerales No Metalicos",True,True,False
occupation_225005,225005,"Ingeniero, Minas/Petroleo Y Gas Natural",True,True,False
occupation_225006,225006,"Ingeniero, Perforacion/Pozos De Petroleo Y De Gas",True,True,False
occupation_225007,225007,"Ingeniero, Siderurgico",True,True,False
occupation_225008,225008,"Ingeniero De Minas, Otros",True,True,False
occupation_226001,226001,Agrimensor,True,True,False
occupation_226002,226002,"Agrimensor, Aerofotografo",True,True,False
occupation_226003,226003,"Agrimensor, Marina",True,True,False
occupation_226004,226004,"Agrimensor, Geodesico",True,True,False
occupation_226005,226005,"Agrimensor, Hidrografico",True,True,False
occupation_226006,226006,"Agrimensor, Minas",True,True,False
occupation_226007,226007,"Agrimensor, Topografia",True,True,False
occupation_226008,226008,"Agrimensor, Topografia Aerea",True,True,False
occupation_226009,226009,Cartografo,True,True,False
occupation_226010,226010,"Cartografo, Marina",True,True,False
occupation_226011,226011,Fotogrametrista Y Aerofotogrametista,True,True,False
occupation_226012,226012,"Topografo, Fotogeometria",True,True,False
occupation_226013,226013,"Topografo, Hidrografico",True,True,False
occupation_226014,226014,"Topografo, (Suelos)",True,True,False
occupation_227001,227001,"Ingeniero, Administrativo",True,True,False
occupation_227002,227002,"Ingeniero, Sistemas/Excepto Informaticos",True,True,False
occupation_227003,227003,"Creador, Sistemas/Excepto Informaticos",True,True,False
occupation_227004,227004,"Ingeniero Consultor, Organizacion Industrial",True,True,False
occupation_227005,227005,Ingeniero Industrial,True,True,False
occupation_227006,227006,"Ingeniero Industrial, Higiene Y Seguridad Industrial",True,True,False
occupation_227007,227007,"Ingeniero, Organizacion De Estudio De Tiempos Y Movimientos",True,True,False
occupation_227008,227008,"Ingeniero, Organizacion Industrial",True,True,False
occupation_227009,227009,"Ingeniero, Organizacion Y Metodos",True,True,False
occupation_227010,227010,"Ingeniero, Organizacion Calculo De Costos",True,True,False
occupation_227011,227011,"Ingeniero, Organizacion Y Planificacion De Empresas",True,True,False
occupation_228001,228001,Ingeniero Pesquero,True,True,False
occupation_229001,229001,"Ingeniero, Cuero Y Calzado",True,True,False
occupation_229002,229002,"Ingeniero, Ceramica Y Vidrios",True,True,False
occupation_229003,229003,"Ingeniero, Control De Calidad",True,True,False
occupation_229004,229004,"Ingeniero, Industrias Alimentarias",True,True,False
