id,code,name
edu_inst_182000003,182000003,Instituto De Educación Superior Tecnológico Aeronáutico Fuerza Aérea Del Perú
edu_inst_182000004,182000004,Escuela Tecnica Superior De La Policia Nacional Del Perú
edu_inst_199999999,199999999,Institución No Especificada
edu_inst_240332510,240332510,Lima
edu_inst_240356931,240356931,San Juan-Sullana
edu_inst_240356949,240356949,Kosmos
edu_inst_240393702,240393702,Chan Chan
edu_inst_240413518,240413518,San Jose Marello
edu_inst_240416123,240416123,Hipolito Unanue-Huaraz
edu_inst_240454033,240454033,Peru Francia (Peru)
edu_inst_240466425,240466425,Daniel Alcides Carrion-Lima
edu_inst_240493791,240493791,Jorge Chavez
edu_inst_240570234,240570234,America
edu_inst_240605147,240605147,Amauta Sede Lima
edu_inst_240605188,240605188,Cayetano Heredia De Lima
edu_inst_240605238,240605238,Nuestra Señora Del Carmen-Lima
edu_inst_240605253,240605253,Tecnologico De Lima - Insttel
edu_inst_240607325,240607325,Federico Villarreal-Lima
edu_inst_240607341,240607341,San Marcos-Lima
edu_inst_240608232,240608232,San Agustin-Ica
edu_inst_240669291,240669291,Santo Toribio De Mogrovejo
edu_inst_240669309,240669309,Republica Argentina
edu_inst_240669317,240669317,Abaco - Chiclayo
edu_inst_240695445,240695445,Cayetano Heredia - Arequipa
edu_inst_240695460,240695460,Ciencias Tecnologicas De Arequipa
edu_inst_240695486,240695486,Cesca Arequipa
edu_inst_240695502,240695502,Unitek-Arequipa
edu_inst_240695510,240695510,Ipsidata
edu_inst_240697961,240697961,Unitek-Ilo
edu_inst_240699595,240699595,Santo Cristo De Bagazan
edu_inst_240702365,240702365,Instituto Peruano De Administracion De Empresas - Ipae-Lima
edu_inst_240702373,240702373,Peruano Aleman
edu_inst_240702407,240702407,San Ignacio De Loyola-Lima
edu_inst_240702423,240702423,Metropolitano
edu_inst_240702456,240702456,Del Norte S.A.C.
edu_inst_240702464,240702464,San Luis-Trujillo
edu_inst_240702472,240702472,Los Libertadores
edu_inst_240702571,240702571,Instituto Tecnico De Administracion De Empresas-Itae
edu_inst_240702654,240702654,Tusan
edu_inst_240702688,240702688,Cevatur Peru
edu_inst_240702696,240702696,Cepea-Lima
edu_inst_240702704,240702704,Idat-Lima
edu_inst_240702761,240702761,Frederick Winslow Taylor
edu_inst_240702803,240702803,Asesoria De Empresas Comerciales Adec
edu_inst_240702811,240702811,Chiclayo
edu_inst_240702894,240702894,Cayetano Heredia -Chiclayo
edu_inst_240709550,240709550,Manuel Mesones Muro - Master System
edu_inst_240724518,240724518,Cima
edu_inst_240736264,240736264,San Pedro-Huancayo
edu_inst_240736272,240736272,Continental
edu_inst_240737544,240737544,Otto Tonsmann
edu_inst_240745679,240745679,Maria Montessori
edu_inst_240745687,240745687,La Recoleta
edu_inst_240758276,240758276,Eugenio Paccelly
edu_inst_240780502,240780502,Benjamin Franklin
edu_inst_240785907,240785907,San Pablo
edu_inst_240794602,240794602,Javier Prado
edu_inst_240814285,240814285,Huando
edu_inst_240814657,240814657,Cevatur Ica
edu_inst_240814699,240814699,Huancayo
edu_inst_240815001,240815001,Del Sur
edu_inst_240815043,240815043,San Jose Oriol
edu_inst_240815142,240815142,Antonio Lorena
edu_inst_240815159,240815159,Catolica De Cusco
edu_inst_240815175,240815175,Khipu
edu_inst_240815183,240815183,Luis Pasteur-Cusco
edu_inst_240815191,240815191,Antonio Raymondi - Cusco
edu_inst_240817577,240817577,Tokio-Coronel Portillo
edu_inst_240846709,240846709,Juanjui
edu_inst_240847277,240847277,Virgen De Las Nieves
edu_inst_240886523,240886523,Jhalebet
edu_inst_240886580,240886580,Estudios Superiores Del Sur
edu_inst_240886986,240886986,Unitek-Ica
edu_inst_240891440,240891440,Esade Computer Center Miguel Grau
edu_inst_240891531,240891531,Elmer Faucett-Arequipa
edu_inst_240891598,240891598,Abaco - Arequipa
edu_inst_240891622,240891622,Hipolito Unanue-Arequipa
edu_inst_240891689,240891689,Tecsup No.2-Arequipa
edu_inst_240891895,240891895,San Felipe
edu_inst_240892257,240892257,Agrario Del Sur
edu_inst_240892281,240892281,Iberoamericano
edu_inst_240892315,240892315,Flavisur
edu_inst_240898189,240898189,Santiago Ramon Y Cajal
edu_inst_240898213,240898213,Albert Einstein
edu_inst_240898452,240898452,Cimac Del Sur
edu_inst_240909697,240909697,Gran Chavin
edu_inst_240911768,240911768,Luis Lumiere
edu_inst_240914325,240914325,Ucayali
edu_inst_240914358,240914358,Antonio Raimondi - Coronel Portillo
edu_inst_240914382,240914382,Ricardo Palma
edu_inst_240914473,240914473,Tec-Centro De Capacitacion Tecnica
edu_inst_240920512,240920512,Tecnofuturo
edu_inst_240920579,240920579,Franklin Roosevelt-Huancayo
edu_inst_240920637,240920637,International System
edu_inst_240920694,240920694,Mi Peru
edu_inst_240920751,240920751,San Francisco De Asis-Huancayo
edu_inst_240920785,240920785,Tecnicos En Cosmetologia Sistema Y Belleza - Tecsyb
edu_inst_240921767,240921767,Christian Barnard-Concepcion
edu_inst_240921866,240921866,Cevatur-Huancayo
edu_inst_240925065,240925065,Santa Lucia-Tarma
edu_inst_240928689,240928689,Real San Felipe
edu_inst_240928903,240928903,San Agustin-Abancay
edu_inst_240931543,240931543,Canchis
edu_inst_240933994,240933994,Urusayhua
edu_inst_240934182,240934182,Americana Del Cusco
edu_inst_241000736,241000736,San Pedro -Chimbote
edu_inst_241000777,241000777,Del Santa
edu_inst_241000785,241000785,Latinoamericano-Santa
edu_inst_241000819,241000819,Rosa Merino Center
edu_inst_241000850,241000850,Santa Rosa De Lima-Chimbote
edu_inst_241003763,241003763,Bitec
edu_inst_241024470,241024470,Unitek-Puno
edu_inst_241024512,241024512,Amauta Sede Puno
edu_inst_241024553,241024553,Del Altiplano
edu_inst_241026533,241026533,Augusto Salazar Bondy
edu_inst_241026541,241026541,Nazaret
edu_inst_241026822,241026822,Unitek-Juliaca
edu_inst_241027549,241027549,Adventistas Del Titicaca
edu_inst_241027622,241027622,Ciproda
edu_inst_241031236,241031236,Thomas Jefferson
edu_inst_241060979,241060979,Galeno
edu_inst_241061407,241061407,Didascalio Cristo Rey
edu_inst_241062371,241062371,Casa Taller Medio Ambiente Y Desarrollo
edu_inst_241062496,241062496,Igatur
edu_inst_241064443,241064443,Ada A. Byron
edu_inst_241064450,241064450,Peru
edu_inst_241064476,241064476,Divina Misericordia
edu_inst_241064922,241064922,Escuela Superior Particular De Administracion Rural - Luis Felipe Massaro Gatnau
edu_inst_241065770,241065770,Maria De Los Angeles Cimas
edu_inst_241065895,241065895,Jose Felix Iguain
edu_inst_241065937,241065937,Computronic Tech-Lima
edu_inst_241066018,241066018,Arzobispo Loayza
edu_inst_241066091,241066091,Nicolas Copernico
edu_inst_241066257,241066257,Franklin Roosevelt-Lima
edu_inst_241066570,241066570,Paul Muller
edu_inst_241066695,241066695,Hugo Pesce Pescetto
edu_inst_241066737,241066737,Alexander Fleming
edu_inst_241066778,241066778,De La Construccion - Capeco
edu_inst_241066935,241066935,Internacional
edu_inst_241067099,241067099,Latino-Lima
edu_inst_241100031,241100031,San Santiago
edu_inst_241101674,241101674,Don Bosco
edu_inst_241101880,241101880,Infotronic
edu_inst_241111921,241111921,Isabel La Catolica-Huanuco
edu_inst_241111962,241111962,Señor De Burgos
edu_inst_241113687,241113687,Salesiano
edu_inst_241113695,241113695,Wernher Von Braun
edu_inst_241113778,241113778,Columbia
edu_inst_241113851,241113851,Nina Design
edu_inst_241113927,241113927,Protesis Dental
edu_inst_241114123,241114123,Eseful
edu_inst_241114206,241114206,De La Clinica Ricardo Palma-Lima
edu_inst_241114214,241114214,Corazon De Jesus
edu_inst_241114339,241114339,Norbert Wiener
edu_inst_241114370,241114370,Alessandro Volta
edu_inst_241114487,241114487,Centro De Investigacion Y Capacitacion Tecnologica-Cicat
edu_inst_241114495,241114495,Seminario Biblico Andino
edu_inst_241114529,241114529,Rochdale
edu_inst_241114560,241114560,El Buen Pastor
edu_inst_241114651,241114651,"Arte, Negocio Y Tecnologia-Esantec"
edu_inst_241114685,241114685,La Catolica Lima Norte
edu_inst_241114743,241114743,San Javier Del Marañon
edu_inst_241114768,241114768,Peruano De Sistemas Sise
edu_inst_241114818,241114818,Teccen
edu_inst_241114842,241114842,Toulouse Lautrec
edu_inst_241114974,241114974,Computron -Lima
edu_inst_241115096,241115096,Tecsup No.1-Lima
edu_inst_241115179,241115179,De Los Andes-Lima
edu_inst_241115203,241115203,Humberto Cauwe
edu_inst_241115286,241115286,De Tecnicas Agropecuarias-Intap
edu_inst_241115336,241115336,Seminario Evangelico De Lima
edu_inst_241115419,241115419,Charles Chaplin
edu_inst_241115492,241115492,Montessori
edu_inst_241115567,241115567,Sergio Bernales-Lima
edu_inst_241115575,241115575,Yachay Wasi
edu_inst_241115609,241115609,Cesca-Lima
edu_inst_241115658,241115658,Megatronic
edu_inst_241115682,241115682,Instituto Cientifico Tecnologico Del Peru - Incitep
edu_inst_241115690,241115690,Abaco-Lima
edu_inst_241115807,241115807,Optica Y Optometria
edu_inst_241115849,241115849,Orson Welles
edu_inst_241115856,241115856,Peruano De Marketing
edu_inst_241115880,241115880,Instituto Peruano De Publicidad
edu_inst_241115922,241115922,Sistemas Peru
edu_inst_241115963,241115963,San Agustin-Lima
edu_inst_241117431,241117431,Peruano Canadiense
edu_inst_241117548,241117548,Sistemas Y Administracion Moderna - Essam
edu_inst_241117670,241117670,Data Systems Ingenieros
edu_inst_241119577,241119577,Felix De La Rosa Reategui Y Gaviria
edu_inst_241122951,241122951,Sabio Nacional Antunez De Mayolo-Telesup
edu_inst_241123033,241123033,Elmer Faucett-Lima
edu_inst_241123041,241123041,Escuela Superior Privada De Tecnologia Senati
edu_inst_241123116,241123116,Euroidiomas
edu_inst_241123157,241123157,Peruano De Arte Y Diseño
edu_inst_241123314,241123314,Cibertec
edu_inst_241123405,241123405,De Formacion Bancaria Ifb
edu_inst_241123439,241123439,Interpretacion Y Traduccion De Lima
edu_inst_241123447,241123447,Centro De Altos Estudios De La Moda - Ceam
edu_inst_241123470,241123470,Orval
edu_inst_241123512,241123512,Sencico-Lima
edu_inst_241123561,241123561,De Optometria Y Ciencias Eurohispano
edu_inst_241123603,241123603,Alexander Graham Bell
edu_inst_241123637,241123637,San Ignacio De Monterrico-Sidem
edu_inst_241123686,241123686,Ela
edu_inst_241123710,241123710,Beta Computer
edu_inst_241123751,241123751,Trilce
edu_inst_241123769,241123769,Lincoln
edu_inst_241123793,241123793,Alexander Von Humboldt
edu_inst_241123843,241123843,Santa Rosa De Lima-Lima
edu_inst_241123918,241123918,De Comercio Exterior
edu_inst_241123926,241123926,Maria Elena Moyano
edu_inst_241124114,241124114,De Marketing Del Peru
edu_inst_241124163,241124163,Idatur
edu_inst_241124205,241124205,Master Byte
edu_inst_241124296,241124296,Hipolito Unanue-San Martin
edu_inst_241124312,241124312,Sergio Bernales Garcia-Cañete
edu_inst_241124338,241124338,Ciro Alegria
edu_inst_241124353,241124353,Condoray
edu_inst_241124361,241124361,Peru Pacifico
edu_inst_241124379,241124379,Blaise Pascal
edu_inst_241124403,241124403,Selene
edu_inst_241124411,241124411,Maria Parado De Bellido-San Martin
edu_inst_241124437,241124437,Valle Grande
edu_inst_241124486,241124486,De Diseño Publicitario Leo Design
edu_inst_241124510,241124510,Santa Rosa De Lima-Huaura
edu_inst_241124528,241124528,Abc Informatica
edu_inst_241124569,241124569,Latino-San Juan
edu_inst_241124593,241124593,Jose Santos Chocano
edu_inst_241124627,241124627,Borje Langefords
edu_inst_241124643,241124643,Unicenter- Universal Informatic Center
edu_inst_241124684,241124684,Andre Vesalio
edu_inst_241124767,241124767,Art Nouveau
edu_inst_241124791,241124791,Sergio Bernales Garcia-Huaral
edu_inst_241125848,241125848,Francisco Antonio De Zela
edu_inst_241125889,241125889,Guillermo Almenara Martins
edu_inst_241126002,241126002,John Von Neumann
edu_inst_241126135,241126135,Lord Byron
edu_inst_241126549,241126549,Mariscal Domingo Nieto
edu_inst_241126606,241126606,Detecsur
edu_inst_241127240,241127240,Instituto Superior De Administracion Y Direccion De Empresas - Isade
edu_inst_241127281,241127281,San Luis Maria De Montfort
edu_inst_241127364,241127364,Sistemas Del Sur
edu_inst_241135334,241135334,Mariano Iberico Rodriguez
edu_inst_241135342,241135342,Sergio Bernales-Cajamarca
edu_inst_241140185,241140185,La Pontificia-Huamanga
edu_inst_241140227,241140227,Cesde (Centro De Enseñanza Superior Para El Desarrollo)
edu_inst_241140268,241140268,Maria Parado De Bellido-Huamanga
edu_inst_241141241,241141241,Paracas Sistems
edu_inst_241141282,241141282,Fermin Tanguis
edu_inst_241143023,241143023,Modern Systems
edu_inst_241147180,241147180,Emilio Romero Padilla
edu_inst_241147222,241147222,Reyna De Las Americas
edu_inst_241153550,241153550,Cepea-Alto Amazonas
edu_inst_241153931,241153931,San Francisco
edu_inst_241156884,241156884,Stanford
edu_inst_241157437,241157437,San Juan Bosco
edu_inst_241158534,241158534,Tuman
edu_inst_241158807,241158807,De Alta Direccion De Empresas Hispano-Americana
edu_inst_241159680,241159680,Idat Chiclayo
edu_inst_241160134,241160134,Andres Avelino Caceres Dorregaray - Pasco
edu_inst_241162726,241162726,Josafat Roel Pineda
edu_inst_241162841,241162841,Cristo Rey
edu_inst_241174929,241174929,Abaco - Trujillo
edu_inst_241174960,241174960,Louis Pasteur-Trujillo
edu_inst_241175009,241175009,Cevatur Trujillo
edu_inst_241175082,241175082,De Ciencias-Intec (Hipolito Unanue)
edu_inst_241175124,241175124,Instituto De Administracion Y Contabilidad Idac
edu_inst_241175207,241175207,Libertad-Trujillo
edu_inst_241179191,241179191,Nuestra Señora Del Carmen-Talara
edu_inst_241180520,241180520,Santa Ursula
edu_inst_241180884,241180884,Jose Carlos Mariategui-Talara
edu_inst_241182625,241182625,Florence Nightingale
edu_inst_241182666,241182666,Jesus Divino
edu_inst_241182823,241182823,Cibernet-Chiclayo
edu_inst_241183243,241183243,Juan Mejia Baca
edu_inst_241183284,241183284,Enrique Hanz Brunning
edu_inst_241183326,241183326,La Catolica-Chiclayo
edu_inst_241183391,241183391,Cevatur-Chiclayo ( Altos Estudios Turisticos)
edu_inst_241183409,241183409,Maysa
edu_inst_241183433,241183433,Santa Maria Mazzarello
edu_inst_241183714,241183714,American Institute
edu_inst_241185503,241185503,San Martin De Porras
edu_inst_241185669,241185669,Santa Angela
edu_inst_241185701,241185701,Idat - Piura
edu_inst_241185743,241185743,Ateneo Demostenes
edu_inst_241185784,241185784,Charles Ashbee
edu_inst_241185826,241185826,Tallan
edu_inst_241185867,241185867,San Isidro De Piura
edu_inst_241185909,241185909,Abaco - Piura
edu_inst_241185941,241185941,Sol Del Norte
edu_inst_241185982,241185982,Isa Integral
edu_inst_241186022,241186022,Santa Maria De Los Angeles - Cimas
edu_inst_241186147,241186147,Alas Peruanas - Piura
edu_inst_241186188,241186188,Pacifico Norte
edu_inst_241191030,241191030,Del Oriente
edu_inst_241193093,241193093,Escuela De Negocios Y Desarrollo Gerencial
edu_inst_241195676,241195676,Christian Barnard-Callao
edu_inst_241200856,241200856,Abaco - Cusco
edu_inst_241200864,241200864,Sencico Cusco
edu_inst_241203132,241203132,Centro De Estudios De Alta Montaña
edu_inst_241203553,241203553,Cevatur- Arequipa
edu_inst_241203884,241203884,Salud Y Belleza
edu_inst_241204759,241204759,La Pontificia-Andahuaylas
edu_inst_241204866,241204866,Tokio Tarapoto
edu_inst_241206523,241206523,De Administracion Gerencial Isag-Piura
edu_inst_241206754,241206754,Del Nor Oeste
edu_inst_241208685,241208685,Sigmund Freud
edu_inst_241210640,241210640,"Informática, Computación Y Ciencias Empresariales - Icce"
edu_inst_241210699,241210699,Nueva Tecnologia Educativa-Novatec
edu_inst_241212067,241212067,San Eduardo
edu_inst_241213172,241213172,De Formacion Empresarial En Computacion E Informatica - Itec
edu_inst_241213255,241213255,Edutec
edu_inst_241215540,241215540,Unitek-Tacna
edu_inst_241221035,241221035,Juan Bosco De Huanuco
edu_inst_241221969,241221969,Toribio Rodriguez De Mendoza
edu_inst_241222041,241222041,Computer G & L
edu_inst_241223882,241223882,Educacion Y Solidaridad
edu_inst_241224807,241224807,De Administracion Gerencial - Isag-Chiclayo
edu_inst_241225135,241225135,Huanuco
edu_inst_241225168,241225168,Sencico Chiclayo
edu_inst_241231877,241231877,Celacit-Latinoamericano De Ciencias Y Tecnologia
edu_inst_241231893,241231893,Jacqueline
edu_inst_241232131,241232131,Ingeniero Carlos Lisson Beingolea
edu_inst_241232214,241232214,Madre Josefina Vannini
edu_inst_241232735,241232735,Complejo Hospitalario San Pablo
edu_inst_241232776,241232776,Tecnimedia
edu_inst_241232974,241232974,Santa Rosa-Lima
edu_inst_241233030,241233030,Aduanec
edu_inst_241233170,241233170,Robert Owen
edu_inst_241233253,241233253,Le Cordon Bleu Peru
edu_inst_241236769,241236769,Isabel La Catolica-Piura
edu_inst_241236801,241236801,Sencico Piura
edu_inst_241236843,241236843,Carlos Augusto Salaverry Ramirez
edu_inst_241236884,241236884,International American College I.A.C.
edu_inst_241236926,241236926,Ilp La Pontificia
edu_inst_241238922,241238922,Sencico Arequipa
edu_inst_241238963,241238963,Tekno'S
edu_inst_241239003,241239003,Alas Peruanas -Arequipa
edu_inst_241239466,241239466,Chaminade Marianistas
edu_inst_241239508,241239508,San Pedro Del Mar
edu_inst_241244458,241244458,Latinoamericano-Trujillo
edu_inst_241248756,241248756,Instituto De Desarrollo Empresarial Y Administrativo-Idea
edu_inst_241248830,241248830,John A. Mackay
edu_inst_241248954,241248954,Nuestra Señora De Montserrat
edu_inst_241249234,241249234,Instituto De Investigacion Socioeconomico Latinoamericano - Isel
edu_inst_241249275,241249275,Tecnotronic
edu_inst_241249358,241249358,American System
edu_inst_241249390,241249390,Pablo Casals
edu_inst_241249473,241249473,Jose Crisam
edu_inst_241249598,241249598,Centro De Promoción Rural E Integral-Ceprorui
edu_inst_241249739,241249739,Santa Luzmila
edu_inst_241249952,241249952,Waterford
edu_inst_241250091,241250091,Victor Andres Belaunde-Lima
edu_inst_241250133,241250133,Virgen De Guadalupe-Lima
edu_inst_241250257,241250257,Libertador
edu_inst_241250281,241250281,John Dewey
edu_inst_241272038,241272038,De Avance Tecnológico Y Científico-Isatec
edu_inst_241302629,241302629,Centro De Instruccion De Aviacion Civil Corpac
edu_inst_241305556,241305556,Cibernet Utcubamba
edu_inst_241313485,241313485,Ambrossia - Cusco
edu_inst_241313667,241313667,Señor De Pumallucay
edu_inst_241314137,241314137,Selva System
edu_inst_241314400,241314400,Instituto Peruano De Administracion De Empresas Ipae-Ica
edu_inst_241315647,241315647,Cenfomin - Centro De Formacion En Mineria
edu_inst_241316637,241316637,Nuevo Pachacutec
edu_inst_241317619,241317619,Instituto Peruano De Administracion De Empresas Ipae-Arequipa
edu_inst_241317650,241317650,Los Lideres
edu_inst_241320027,241320027,Cevatur - Iquitos
edu_inst_241320035,241320035,Instituto Peruano De Administracion De Empresas Ipae-Iquitos
edu_inst_241321942,241321942,De Ciencias De La Informacion
edu_inst_241323260,241323260,De Investigaciones Industriales
edu_inst_241325786,241325786,De Integracion Internacional - Inter
edu_inst_241328046,241328046,Nueva America
edu_inst_241328236,241328236,Istepsa
edu_inst_241341619,241341619,Southern Technological Institute
edu_inst_241345065,241345065,Turismo Sagrados Corazones De Arequipa
edu_inst_241345099,241345099,Esdit
edu_inst_241345107,241345107,Computronic Tech-Arequipa
edu_inst_241345123,241345123,Agronegocios Del Sur
edu_inst_241346626,241346626,Virgen De Cocharcas-Jauja
edu_inst_241350610,241350610,San Andres-Lima
edu_inst_241350628,241350628,Trentino Juan Pablo Ii De Manchay
edu_inst_241350636,241350636,Global Institute
edu_inst_241350644,241350644,De Artes Visuales Edith Sachs
edu_inst_241350651,241350651,Crea E Innova - Instituto De Emprendedores
edu_inst_241350669,241350669,Ishotur
edu_inst_241351436,241351436,Apolo'S
edu_inst_241351444,241351444,Unibact
edu_inst_241351451,241351451,Master'S
edu_inst_241351477,241351477,Instituto Peruano De Administracion De Empresas Ipae-Chiclayo
edu_inst_241351485,241351485,Edutec-Instituto De Formacion Empresarial
edu_inst_241351493,241351493,Stendhal
edu_inst_241351501,241351501,Celendin
edu_inst_241351519,241351519,La Catolica-Chota
edu_inst_241351535,241351535,Sergio Bernales - Chota
edu_inst_241351550,241351550,Virgen De Copacabana
edu_inst_241351576,241351576,Buenaventura Mestanza Mori
edu_inst_241351584,241351584,Nuevo Milenio
edu_inst_241351592,241351592,Gestion & Salud
edu_inst_241351964,241351964,Boulanger
edu_inst_241351972,241351972,Camisea
edu_inst_241355528,241355528,De Gastronomia Le Cuisinier
edu_inst_241355643,241355643,De Administracion Y Promotoria Empresarial - Inape
edu_inst_241355650,241355650,De La Clinica Ricardo Palma - Sede Callao
edu_inst_241355668,241355668,Tuinen Star
edu_inst_241355684,241355684,Daitec
edu_inst_241364686,241364686,De Salud Alberto Barton Thompsom
edu_inst_241364694,241364694,Del Cusco - Anta
edu_inst_241366574,241366574,Genova
edu_inst_241367135,241367135,Centro De Psicoterapia Psicoanalitica De Lima
edu_inst_241375815,241375815,Tecsup Trujillo
edu_inst_241380310,241380310,San Ignacio De Pedralbes
edu_inst_241380336,241380336,Cumbre
edu_inst_241381771,241381771,San Antonio
edu_inst_241385079,241385079,Cefop La Libertad
edu_inst_241385509,241385509,Latino-Cusco
edu_inst_241385566,241385566,Regional Del Sur
edu_inst_241385574,241385574,Essumin
edu_inst_241386937,241386937,Esitur International
edu_inst_241387349,241387349,Ccapac
edu_inst_241389964,241389964,Apu-Rimac
edu_inst_241389998,241389998,Futuro Del Sur-El Carmen
edu_inst_241390392,241390392,De Formacion Bancaria - Chiclayo
edu_inst_241390434,241390434,Madre Del Amor Hermoso
edu_inst_241390616,241390616,Tecnova
edu_inst_241391713,241391713,Moyobamba
edu_inst_241391721,241391721,Chio Lecca
edu_inst_241393818,241393818,Lucrecia Prado Vargas
edu_inst_241395177,241395177,Signos De Fe
edu_inst_241395185,241395185,"Ciencia, Tecnologia Y Deporte-Cited"
edu_inst_241395193,241395193,Le Gourmet Del Peru
edu_inst_241395771,241395771,Produce Y Exporta
edu_inst_241396993,241396993,Virginia Henderson
edu_inst_241404953,241404953,Amazonico
edu_inst_241407147,241407147,Tepnum
edu_inst_241407154,241407154,Juana Maria Condesa
edu_inst_241410166,241410166,Altos Estudios Empresariales E Idiomas - Bs & L
edu_inst_241412469,241412469,Hessen
edu_inst_241414010,241414010,De Formacion Bancaria - Arequipa
edu_inst_241421114,241421114,Alas Peruanas - Ica
edu_inst_241421759,241421759,Computer Master
edu_inst_241424647,241424647,Tecnología E Informática Del Sur
edu_inst_241424688,241424688,Alas Peruanas - Chincha
edu_inst_241425008,241425008,Unitek-Chincha
edu_inst_241425057,241425057,Federico Villarreal - Chincha
edu_inst_241434166,241434166,Infonet
edu_inst_241437383,241437383,Inter Express
edu_inst_241440841,241440841,De Moda Y Diseño Mad
edu_inst_241444876,241444876,Leonardo Da Vinci-Compumatic-Trujillo
edu_inst_241445006,241445006,Sencico Trujillo
edu_inst_241445709,241445709,John F. Kennedy
edu_inst_241445766,241445766,Interamericano
edu_inst_241446434,241446434,Von Humboldt
edu_inst_241446772,241446772,San Marcos-Trujillo
edu_inst_241448182,241448182,Educacion Para El Desarrollo
edu_inst_241450907,241450907,Hipocrates
edu_inst_241450949,241450949,Francisco Ricci
edu_inst_241460492,241460492,El Pacifico
edu_inst_241460633,241460633,Isa Chiclayo
edu_inst_241461334,241461334,William Boeing
edu_inst_241464320,241464320,Corriente Alterna
edu_inst_241468032,241468032,S&D
edu_inst_241468040,241468040,Avia
edu_inst_241468073,241468073,Peruano De Chefs
edu_inst_241468081,241468081,Cessag
edu_inst_241468107,241468107,"Administracion, Negocios Y Finanzas - Afiban"
edu_inst_241468115,241468115,Skill Com
edu_inst_241468123,241468123,Ipemec
edu_inst_241468131,241468131,Instituto De Formacion Y Asesoramiento Profesional - Infap Notre Dame
edu_inst_241468149,241468149,Centro De La Imagen
edu_inst_241468198,241468198,San Vicente De Paul
edu_inst_241468206,241468206,Alas Peruanas - Lima Instituto De Estudios Empresariales
edu_inst_241468214,241468214,Centro Peruano De Estudios Bancarios-Cepeban
edu_inst_241468222,241468222,Centro De Investigacion Para El Desarrollo Tecnologico-Cidet
edu_inst_241468255,241468255,Tecnologico De Libre Comercio San Jose Del Sur
edu_inst_241468271,241468271,Vival
edu_inst_241468289,241468289,Tecnologico De Estudios Administrativos - Isea
edu_inst_241468297,241468297,International American College Headway College
edu_inst_241468305,241468305,Expro - Excelencia Profesional
edu_inst_241468313,241468313,De Textileria Y Comercio - Itc
edu_inst_241468321,241468321,De Telematica Gauss Data Virtual
edu_inst_241468347,241468347,Instituto De Profesiones Empresariales - Inteci
edu_inst_241468354,241468354,Alta Cocina D Gallia
edu_inst_241468362,241468362,Matrix
edu_inst_241468396,241468396,Cevatec-Lima
edu_inst_241468511,241468511,De Gastronomia Marcelino Pan Y Vino
edu_inst_241468578,241468578,De Direccion Intermedia Came
edu_inst_241468586,241468586,Gastrotur Peru
edu_inst_241468628,241468628,Addis
edu_inst_241468636,241468636,Educacion Medica San Fernando
edu_inst_241468644,241468644,La Florida Del Inca
edu_inst_241468651,241468651,Le Grand Gourmet
edu_inst_241469931,241469931,Francis Collins
edu_inst_241469949,241469949,Normedic - Cajamarca
edu_inst_241469956,241469956,Gabriela Porto De Power
edu_inst_241469964,241469964,Iberotec
edu_inst_241472257,241472257,Walter Peñaloza Ramella
edu_inst_241472273,241472273,Administracion Y Negocios
edu_inst_241472281,241472281,De Salud Feliciano Rodriguez Cruz
edu_inst_241525856,241525856,Esivi
edu_inst_241526045,241526045,De Emprendedores-Lima
edu_inst_241526052,241526052,Peru - Catolica
edu_inst_241528181,241528181,Muchik
edu_inst_241528561,241528561,Santa Cruz
edu_inst_241528579,241528579,Instituto De Formacion Minera Del Peru
edu_inst_241528587,241528587,Blue Ribbon International Cusco
edu_inst_241528595,241528595,Lideres
edu_inst_241528603,241528603,Bill Gates
edu_inst_241528728,241528728,Americana De Madre De Dios
edu_inst_241528736,241528736,Ceturgh Peru
edu_inst_241528751,241528751,Idat - Tarapoto
edu_inst_241530690,241530690,Americano
edu_inst_241536606,241536606,Secomtur
edu_inst_241536663,241536663,Fibonacci
edu_inst_241539840,241539840,Rudolf Diesel
edu_inst_241544121,241544121,Gran Bolivar
edu_inst_241571314,241571314,De Turismo De Puno
edu_inst_241571504,241571504,De Turismo San Luis De Alba
edu_inst_241582162,241582162,San Juan Bautista La Salle
edu_inst_241582196,241582196,Mario Samame Boggio
edu_inst_241585819,241585819,Tecsel
edu_inst_241595438,241595438,Centro De Formacion Agricola - Tacna
edu_inst_241600469,241600469,Ciencias De La Salud
edu_inst_241600519,241600519,Trial
edu_inst_241607647,241607647,Redemptoris Mater
edu_inst_241608090,241608090,Accion Comunitaria
edu_inst_241612753,241612753,Cibernetica Y Tecnología
edu_inst_241616788,241616788,Instituto Peruano De Administracion De Empresas Ipae-Piura
edu_inst_241633668,241633668,Acip
edu_inst_241635317,241635317,Computron Cajamarca
edu_inst_249062610,249062610,Nuestro Señor De Huamantanga
edu_inst_250543355,250543355,Juan Diego
edu_inst_250607366,250607366,Víctor Andrés Belaunde - Lima
edu_inst_250691121,250691121,San Carlos Y San Marcelo
edu_inst_250784561,250784561,Manuel Santana Chiri
edu_inst_250886556,250886556,Jorge Basadre
edu_inst_250886564,250886564,Señor De Luren
edu_inst_250886572,250886572,Jhalebep (Antes José Matías Manzanilla)
edu_inst_250892109,250892109,María Montessori
edu_inst_250898429,250898429,Federico Kaiser
edu_inst_250911925,250911925,Experimental Catolico
edu_inst_250920264,250920264,Héroes De La Breña
